date,primary type,secondary type,latitude,longitude
2016-02-12 00:50:00,CRIMINAL DAMAGE,TO VEHICLE,41.792190354,-87.615915751
2016-02-11 21:35:00,CRIMINAL DAMAGE,TO PROPERTY,41.783096233,-87.622165934
2016-02-11 19:00:00,ROBBERY,STRONGARM - NO WEAPON,41.793457578,-87.631809658
2016-02-11 12:30:00,CRIMINAL DAMAGE,TO VEHICLE,41.779001293,-87.63011575
2016-02-10 21:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.785014658,-87.612068766
2016-02-10 07:00:00,BURGLARY,UNLAWFUL ENTRY,41.78333868,-87.615699111
2016-02-09 08:00:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.797657574,-87.605109369
2016-02-09 00:01:00,CRIMINAL DAMAGE,TO VEHICLE,41.790420977,-87.623980798
2016-02-08 19:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.777967289,-87.615568353
2016-02-08 19:00:00,ROBBERY,STRONGARM - NO WEAPON,41.792926272,-87.620396082
2016-02-08 18:15:00,CRIMINAL DAMAGE,TO PROPERTY,41.785161229,-87.620603115
2016-02-08 15:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.792229722,-87.624023196
2016-02-08 09:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.790281908,-87.617488153
2016-02-07 22:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.78696081,-87.622266229
2016-02-07 22:00:00,ROBBERY,STRONGARM - NO WEAPON,41.794533814,-87.631438536
2016-02-07 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.782076986,-87.615368529
2016-02-07 17:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.790431101,-87.62073909
2016-02-07 13:30:00,BURGLARY,UNLAWFUL ENTRY,41.792033006,-87.617527343
2016-02-07 12:50:00,ROBBERY,STRONGARM - NO WEAPON,41.785632522,-87.620044225
2016-02-07 11:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.780946398,-87.621995369
2016-02-07 09:00:00,BURGLARY,FORCIBLE ENTRY,41.784977329,-87.620597819
2016-02-07 08:30:00,ROBBERY,ARMED: HANDGUN,41.785268355,-87.614452924
2016-02-06 14:15:00,ROBBERY,STRONGARM - NO WEAPON,41.802750017,-87.633208381
2016-02-06 11:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.793486027,-87.629282689
2016-02-06 11:00:00,BURGLARY,FORCIBLE ENTRY,41.78323716,-87.620551093
2016-02-05 21:09:00,CRIMINAL DAMAGE,TO VEHICLE,41.794670403,-87.631785431
2016-02-05 19:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.792490517,-87.619165105
2016-02-05 07:30:00,BURGLARY,UNLAWFUL ENTRY,41.795621345,-87.620868629
2016-02-05 07:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.801234169,-87.616141294
2016-02-04 12:00:00,BURGLARY,FORCIBLE ENTRY,41.795562656,-87.627811395
2016-02-03 23:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.788421945,-87.620684337
2016-02-03 19:00:00,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,41.793645207,-87.629284614
2016-02-03 13:00:00,BURGLARY,UNLAWFUL ENTRY,41.792126328,-87.617529972
2016-02-03 08:30:00,BURGLARY,FORCIBLE ENTRY,41.784805236,-87.623830037
2016-02-02 22:30:00,BURGLARY,UNLAWFUL ENTRY,41.785161229,-87.620603115
2016-02-02 22:00:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.787382824,-87.624388303
2016-02-02 05:00:00,BURGLARY,FORCIBLE ENTRY,41.789203994,-87.624665256
2016-02-02 00:01:00,CRIMINAL DAMAGE,TO PROPERTY,41.781462605,-87.613230509
2016-02-01 22:15:00,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,41.783436023,-87.613274426
2016-02-01 17:19:00,CRIMINAL DAMAGE,TO PROPERTY,41.788236345,-87.626623005
2016-02-01 02:15:00,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,41.780946398,-87.621995369
2016-01-31 16:00:00,BURGLARY,UNLAWFUL ENTRY,41.781459234,-87.620611114
2016-01-31 15:24:00,CRIMINAL DAMAGE,TO PROPERTY,41.800865552,-87.622622313
2016-01-31 05:16:00,BURGLARY,HOME INVASION,41.782081122,-87.615152161
2016-01-31 04:30:00,ROBBERY,ARMED: HANDGUN,41.781222523,-87.615649378
2016-01-31 00:30:00,BURGLARY,UNLAWFUL ENTRY,41.78147907,-87.613230324
2016-01-30 05:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.779196943,-87.615602304
2016-01-29 14:00:00,BURGLARY,FORCIBLE ENTRY,41.790520722,-87.622358898
2016-01-29 07:45:00,BURGLARY,FORCIBLE ENTRY,41.787405173,-87.623119347
2016-01-29 06:50:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.79045031,-87.620738877
2016-01-28 23:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.802009087,-87.622044862
2016-01-28 17:57:00,CRIMINAL DAMAGE,TO VEHICLE,41.777967289,-87.615568353
2016-01-28 14:45:00,BURGLARY,FORCIBLE ENTRY,41.785197778,-87.613262047
2016-01-28 10:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.797399927,-87.620914942
2016-01-28 08:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.800935962,-87.624246265
2016-01-27 22:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.78217295,-87.609233417
2016-01-27 13:35:00,BURGLARY,FORCIBLE ENTRY,41.78217426,-87.622183455
2016-01-27 10:55:00,BURGLARY,UNLAWFUL ENTRY,41.78217426,-87.622183455
2016-01-27 08:20:00,BURGLARY,FORCIBLE ENTRY,41.786689088,-87.617399787
2016-01-26 20:32:00,ROBBERY,STRONGARM - NO WEAPON,41.794645738,-87.62597318
2016-01-26 16:45:00,ROBBERY,STRONGARM - NO WEAPON,41.780253982,-87.614802244
2016-01-26 14:00:00,BURGLARY,UNLAWFUL ENTRY,41.78495812,-87.620598031
2016-01-26 13:50:00,CRIMINAL DAMAGE,TO PROPERTY,41.784888538,-87.622212127
2016-01-25 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.777709298,-87.615563898
2016-01-25 18:15:00,BURGLARY,FORCIBLE ENTRY,41.785197778,-87.613262047
2016-01-25 15:00:00,ROBBERY,ARMED: HANDGUN,41.782971547,-87.614478581
2016-01-25 10:00:00,BURGLARY,FORCIBLE ENTRY,41.783730087,-87.624373545
2016-01-25 05:47:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.79233218,-87.617535015
2016-01-24 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.783269156,-87.622171356
2016-01-24 19:14:00,CRIMINAL DAMAGE,TO PROPERTY,41.78340035,-87.613274825
2016-01-24 16:10:00,CRIMINAL DAMAGE,TO PROPERTY,41.781275961,-87.613225264
2016-01-24 12:00:00,ROBBERY,ARMED: HANDGUN,41.777670858,-87.61556066
2016-01-24 10:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.782992753,-87.61085947
2016-01-24 08:10:00,ROBBERY,STRONGARM - NO WEAPON,41.789280246,-87.620135797
2016-01-24 01:35:00,CRIMINAL DAMAGE,TO PROPERTY,41.783891154,-87.615399623
2016-01-24 01:30:00,CRIMINAL DAMAGE,TO PROPERTY,41.786306938,-87.63376865
2016-01-24 01:06:00,BURGLARY,FORCIBLE ENTRY,41.785187197,-87.608524835
2016-01-23 23:55:00,CRIMINAL DAMAGE,TO VEHICLE,41.781256752,-87.613225479
2016-01-23 19:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.785683424,-87.616758304
2016-01-23 09:00:00,BURGLARY,UNLAWFUL ENTRY,41.782326324,-87.620594179
2016-01-22 19:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.78022363,-87.616533115
2016-01-22 05:30:00,ROBBERY,STRONGARM - NO WEAPON,41.794257212,-87.620832396
2016-01-21 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.80475662,-87.619472702
2016-01-20 07:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.789338353,-87.616684599
2016-01-19 20:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.799141876,-87.622579012
2016-01-19 19:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.801538809,-87.616145232
2016-01-19 08:45:00,BURGLARY,FORCIBLE ENTRY,41.78211045,-87.612823613
2016-01-19 08:00:00,BURGLARY,FORCIBLE ENTRY,41.782085401,-87.614081498
2016-01-18 21:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.792342253,-87.624025622
2016-01-18 19:15:00,CRIMINAL DAMAGE,TO PROPERTY,41.787356373,-87.625884645
2016-01-18 18:10:00,ROBBERY,ARMED: HANDGUN,41.791804086,-87.632924134
2016-01-18 14:00:00,BURGLARY,FORCIBLE ENTRY,41.797322133,-87.622533108
2016-01-18 10:15:00,ROBBERY,VEHICULAR HIJACKING,41.780217525,-87.616874156
2016-01-17 23:43:00,ROBBERY,ARMED: HANDGUN,41.784749511,-87.637602555
2016-01-17 15:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.792316704,-87.620784213
2016-01-16 12:42:00,BURGLARY,FORCIBLE ENTRY,41.782987366,-87.615692028
2016-01-15 13:05:00,CRIMINAL DAMAGE,TO PROPERTY,41.791997364,-87.622393919
2016-01-15 05:00:00,BURGLARY,FORCIBLE ENTRY,41.777725763,-87.615563714
2016-01-15 02:26:00,CRIMINAL DAMAGE,TO PROPERTY,41.797860683,-87.605114405
2016-01-14 22:00:00,BURGLARY,FORCIBLE ENTRY,41.783754659,-87.623020305
2016-01-14 17:00:00,BURGLARY,FORCIBLE ENTRY,41.783754477,-87.622990974
2016-01-14 16:11:00,CRIMINAL DAMAGE,TO PROPERTY,41.80481148,-87.62434291
2016-01-14 15:00:00,BURGLARY,UNLAWFUL ENTRY,41.783142005,-87.618927866
2016-01-14 13:25:00,CRIMINAL DAMAGE,TO PROPERTY,41.793566476,-87.619197166
2016-01-14 11:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.793795178,-87.622443727
2016-01-14 06:30:00,BURGLARY,FORCIBLE ENTRY,41.782085258,-87.614935792
2016-01-13 18:25:00,CRIMINAL DAMAGE,TO VEHICLE,41.784856531,-87.615740851
2016-01-13 18:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.783891154,-87.615399623
2016-01-13 07:45:00,BURGLARY,FORCIBLE ENTRY,41.782085401,-87.614081498
2016-01-12 20:33:00,ROBBERY,STRONGARM - NO WEAPON,41.790716455,-87.615880848
2016-01-12 20:00:00,BURGLARY,HOME INVASION,41.793775011,-87.624064832
2016-01-12 10:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.792175746,-87.60617253
2016-01-12 06:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.788523444,-87.615828297
2016-01-12 04:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.783163457,-87.609640259
2016-01-11 17:05:00,ROBBERY,VEHICULAR HIJACKING,41.781460041,-87.631889115
2016-01-11 15:14:00,BURGLARY,FORCIBLE ENTRY,41.783363297,-87.610869976
2016-01-11 14:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.783868524,-87.61660985
2016-01-11 07:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.794511404,-87.606215806
2016-01-10 21:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.78473578,-87.620589494
2016-01-10 19:00:00,CRIMINAL DAMAGE,TO VEHICLE,41.781423986,-87.622008422
2016-01-10 19:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.797300102,-87.631896111
2016-01-10 18:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.79565153,-87.620868294
2016-01-10 16:25:00,CRIMINAL DAMAGE,TO PROPERTY,41.786596688,-87.620634884
2016-01-09 13:45:00,CRIMINAL DAMAGE,TO PROPERTY,41.790614044,-87.622361533
2016-01-08 22:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.785085247,-87.613259639
2016-01-08 12:00:00,BURGLARY,FORCIBLE ENTRY,41.789203994,-87.624665256
2016-01-08 08:00:00,BURGLARY,FORCIBLE ENTRY,41.80096518,-87.616133291
2016-01-08 05:34:00,CRIMINAL DAMAGE,TO VEHICLE,41.803882913,-87.618866221
2016-01-07 23:43:00,CRIMINAL DAMAGE,TO PROPERTY,41.779059693,-87.615596501
2016-01-07 16:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.777308348,-87.625247179
2016-01-07 15:45:00,ROBBERY,STRONGARM - NO WEAPON,41.794345628,-87.623589141
2016-01-07 14:30:00,CRIMINAL DAMAGE,TO VEHICLE,41.798974441,-87.622573528
2016-01-07 09:15:00,BURGLARY,UNLAWFUL ENTRY,41.78211045,-87.612823613
2016-01-07 08:20:00,CRIMINAL DAMAGE,TO PROPERTY,41.794325001,-87.624693192
2016-01-06 23:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.793555476,-87.619193621
2016-01-06 19:10:00,ROBBERY,ARMED: HANDGUN,41.784786107,-87.618971947
2016-01-06 17:00:00,ROBBERY,STRONGARM - NO WEAPON,41.788309414,-87.620681917
2016-01-06 15:00:00,BURGLARY,FORCIBLE ENTRY,41.783363412,-87.620553361
2016-01-05 18:30:00,ROBBERY,STRONGARM - NO WEAPON,41.783807878,-87.620093782
2016-01-05 18:00:00,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,41.78138577,-87.613231368
2016-01-05 15:45:00,CRIMINAL DAMAGE,TO PROPERTY,41.78146195,-87.614440445
2016-01-05 14:15:00,BURGLARY,FORCIBLE ENTRY,41.785660227,-87.618320573
2016-01-05 14:15:00,CRIMINAL DAMAGE,TO PROPERTY,41.785660227,-87.618320573
2016-01-04 18:30:00,CRIMINAL DAMAGE,TO VEHICLE,41.783122796,-87.618928079
2016-01-04 17:40:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.794509508,-87.633301738
2016-01-04 17:30:00,BURGLARY,HOME INVASION,41.779120086,-87.615599494
2016-01-04 16:30:00,BURGLARY,HOME INVASION,41.779059693,-87.615596501
2016-01-04 16:20:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.784938911,-87.620598244
2016-01-03 23:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.778249684,-87.617284685
2016-01-03 20:12:00,ROBBERY,ARMED: HANDGUN,41.797399927,-87.620914942
2016-01-03 01:50:00,CRIMINAL DAMAGE,TO VEHICLE,41.783006575,-87.615691814
2016-01-02 23:52:00,CRIMINAL DAMAGE,TO PROPERTY,41.777725763,-87.615563714
2016-01-02 23:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.797595716,-87.61929913
2016-01-02 22:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,41.784906565,-87.632738878
2016-01-02 14:36:00,ROBBERY,ARMED: HANDGUN,41.783891154,-87.615399623
2016-01-02 11:00:00,CRIMINAL DAMAGE,TO PROPERTY,41.783890879,-87.615355627
2016-01-01 16:53:00,CRIMINAL DAMAGE,TO VEHICLE,41.795600242,-87.624110719
2016-01-01 16:03:00,CRIMINAL DAMAGE,TO PROPERTY,41.802806505,-87.611300776
2016-01-01 03:25:00,ARSON,BY FIRE,41.803391597,-87.621061298
